ID,date,zipcode,lat,long,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,price
66,20140910T000000,98168,47.4702,-122.281,5.0,1.0,1500.0,9282.0,1.5,,,5.0,6.0,1500.0,0.0,,0.0,1520.0,9639.0,235000.0
678,20141223T000000,98002,47.3451,-122.215,3.0,2.5,,3200.0,2.0,0.0,,3.0,7.0,1584.0,0.0,2011.0,0.0,1584.0,2800.0,263000.0
478,20141015T000000,98004,47.6321,-122.2,,3.75,4470.0,8088.0,,0.0,0.0,3.0,11.0,4470.0,,2008.0,,2780.0,8964.0,1537000.0
1321,20141210T000000,98011,47.77,-122.207,3.0,,1010.0,12000.0,,0.0,0.0,4.0,7.0,1010.0,0.0,1977.0,0.0,1080.0,,315000.0
1493,20141215T000000,98031,47.4084,-122.213,3.0,,2090.0,12027.0,2.0,0.0,0.0,3.0,8.0,2090.0,0.0,1991.0,0.0,2090.0,12666.0,327500.0
1090,20140805T000000,98177,47.7753,-122.359,3.0,2.25,1980.0,8775.0,1.0,0.0,,3.0,,1290.0,690.0,,0.0,1550.0,9240.0,437000.0
910,20141201T000000,98056,47.505,-122.171,3.0,1.0,1960.0,9583.0,2.0,0.0,,2.0,5.0,1960.0,0.0,1908.0,,1850.0,8324.0,180000.0
733,20140630T000000,98040,47.528,-122.224,5.0,2.75,2520.0,16100.0,1.0,0.0,3.0,4.0,8.0,1570.0,950.0,1960.0,0.0,2760.0,16988.0,896000.0
285,20140530T000000,98116,47.5756,-122.414,2.0,1.0,,,1.0,0.0,,4.0,6.0,940.0,0.0,1911.0,1955.0,980.0,5900.0,399000.0
545,20140618T000000,98177,47.7602,-122.363,3.0,1.75,,8200.0,1.0,0.0,0.0,5.0,8.0,,550.0,1963.0,0.0,2140.0,8000.0,540000.0
200,20140527T000000,98116,47.5849,-122.384,4.0,4.25,,3565.0,2.0,0.0,0.0,3.0,,,0.0,1940.0,2003.0,1920.0,,540000.0
636,20141119T000000,98027,47.5341,-122.067,,2.5,,2042.0,2.0,0.0,0.0,3.0,8.0,,0.0,2005.0,0.0,1445.0,1370.0,375000.0
1354,20150123T000000,98001,47.259,-122.256,4.0,2.5,1660.0,,,,0.0,3.0,7.0,1660.0,0.0,2009.0,0.0,1544.0,6054.0,255000.0
47,20150316T000000,98052,47.6975,-122.12,3.0,1.75,1470.0,9750.0,1.0,0.0,0.0,4.0,7.0,1470.0,0.0,1978.0,0.0,1800.0,,490000.0
5,20150319T000000,98144,47.5803,-122.294,4.0,2.0,1650.0,3504.0,,0.0,0.0,3.0,7.0,760.0,890.0,1951.0,2013.0,1480.0,3504.0,402500.0
1490,20140909T000000,98031,47.4137,-122.212,2.0,2.5,2110.0,114127.0,1.0,0.0,0.0,4.0,8.0,1590.0,,1975.0,0.0,1960.0,,380000.0
1120,20140506T000000,98004,47.5974,-122.202,5.0,,4490.0,10279.0,2.0,0.0,0.0,,10.0,3930.0,560.0,2013.0,,2490.0,10279.0,1800000.0
94,20140507T000000,98146,47.4877,-122.335,5.0,2.25,2060.0,8632.0,1.0,0.0,0.0,3.0,7.0,1030.0,1030.0,1962.0,0.0,1010.0,11680.0,255000.0
801,20141212T000000,98115,47.6855,-122.269,,3.25,3860.0,7199.0,2.0,0.0,1.0,3.0,9.0,2870.0,990.0,,0.0,2940.0,9600.0,1500000.0
1308,20140902T000000,98103,47.6897,-122.337,3.0,1.0,1140.0,4600.0,1.0,,0.0,3.0,7.0,1140.0,0.0,1942.0,0.0,1370.0,5000.0,460000.0
214,20150508T000000,98070,47.4189,-122.499,3.0,1.75,2020.0,,,0.0,0.0,4.0,7.0,2020.0,0.0,1975.0,,1810.0,215622.0,490000.0
158,20140728T000000,98023,47.3065,-122.358,3.0,2.5,1870.0,6821.0,2.0,0.0,0.0,3.0,7.0,1870.0,0.0,1989.0,0.0,1970.0,6821.0,275000.0
780,20140825T000000,98052,47.6832,-122.164,2.0,2.5,,17986.0,,0.0,0.0,3.0,9.0,2510.0,0.0,,2014.0,,8039.0,811000.0
1480,20150202T000000,98006,47.5382,-122.114,6.0,4.25,5860.0,13928.0,,0.0,,3.0,10.0,4150.0,,2013.0,0.0,5790.0,13928.0,1750000.0
889,20150502T000000,98056,47.4945,-122.166,,1.0,1360.0,5840.0,1.0,0.0,0.0,4.0,5.0,1360.0,0.0,1953.0,0.0,,6708.0,253200.0
1079,20140513T000000,98005,47.5877,-122.157,4.0,2.0,2250.0,7500.0,1.0,,0.0,5.0,7.0,1200.0,,1956.0,0.0,1440.0,7500.0,550000.0
383,20140624T000000,98053,47.6323,-121.985,4.0,2.5,2450.0,55387.0,2.0,0.0,0.0,3.0,9.0,2450.0,0.0,1994.0,,2730.0,38827.0,620000.0
805,20150501T000000,98115,47.6864,-122.265,3.0,,1876.0,1531.0,3.0,0.0,0.0,3.0,9.0,1876.0,0.0,2009.0,0.0,1876.0,1533.0,613500.0
232,20141022T000000,98146,47.5102,-122.364,,2.25,1330.0,7200.0,1.0,0.0,0.0,3.0,7.0,900.0,430.0,1974.0,0.0,1380.0,9570.0,295000.0
962,20141003T000000,98072,47.7651,-122.166,3.0,,2410.0,35236.0,,0.0,0.0,3.0,8.0,2410.0,0.0,1980.0,2001.0,2110.0,16980.0,620000.0
213,20141104T000000,98042,47.3412,-122.108,4.0,2.5,2300.0,41167.0,2.0,0.0,,3.0,7.0,2300.0,,1988.0,,2300.0,21765.0,392000.0
789,20150217T000000,98155,47.7632,-122.29,5.0,1.5,2940.0,13425.0,1.0,0.0,0.0,3.0,8.0,1470.0,1470.0,1955.0,0.0,1580.0,8200.0,464500.0
687,20141031T000000,98002,47.345,-122.209,4.0,2.75,2475.0,,2.0,0.0,0.0,3.0,7.0,2475.0,0.0,2014.0,0.0,2475.0,4000.0,335900.0
431,20140619T000000,98117,47.6865,-122.397,,1.0,,4731.0,1.5,0.0,0.0,3.0,,1210.0,0.0,1901.0,0.0,1450.0,5264.0,285000.0
1338,20140729T000000,98004,47.5849,-122.198,4.0,2.0,1780.0,15648.0,,0.0,0.0,5.0,,,0.0,,0.0,2320.0,14963.0,1000000.0
524,20150429T000000,98028,47.7748,-122.244,4.0,2.75,2630.0,4501.0,2.0,0.0,0.0,3.0,8.0,2630.0,0.0,2015.0,0.0,2380.0,4599.0,619990.0
448,20141118T000000,98072,47.7666,-122.128,5.0,4.5,5220.0,67319.0,2.0,0.0,,3.0,,5220.0,0.0,2001.0,0.0,4190.0,40609.0,1565000.0
276,20141201T000000,98168,47.5123,-122.316,5.0,2.5,,5100.0,2.0,0.0,,3.0,7.0,2540.0,0.0,2014.0,0.0,1400.0,9440.0,355000.0
248,20141203T000000,98177,47.7673,-122.367,,1.0,1140.0,,1.0,0.0,0.0,4.0,6.0,1140.0,0.0,1909.0,0.0,2110.0,15493.0,365500.0
983,20150331T000000,98115,47.6894,-122.284,2.0,1.0,1150.0,,1.0,0.0,0.0,3.0,7.0,,,,0.0,1380.0,5664.0,515000.0
468,20150124T000000,98188,47.4241,-122.29,4.0,,4060.0,10800.0,2.0,0.0,0.0,3.0,10.0,4060.0,0.0,2007.0,,1830.0,9768.0,530000.0
899,20150309T000000,98010,47.3317,-121.927,3.0,2.25,1480.0,97138.0,1.5,,0.0,3.0,7.0,1480.0,0.0,1984.0,0.0,1730.0,176418.0,325000.0
186,20150318T000000,98028,47.7766,-122.248,,1.5,1480.0,7117.0,1.0,,0.0,,7.0,1170.0,310.0,1960.0,0.0,2230.0,,285000.0
27,20140905T000000,98052,47.6993,-122.102,4.0,2.75,3130.0,13412.0,2.0,0.0,0.0,3.0,9.0,2140.0,,1993.0,0.0,,9984.0,835000.0
155,20150330T000000,98023,47.3082,-122.358,4.0,2.5,1750.0,6397.0,2.0,,,,7.0,1750.0,0.0,1988.0,0.0,1940.0,6502.0,270000.0
470,20140626T000000,98031,47.4042,-122.205,4.0,2.5,2580.0,5476.0,2.0,0.0,0.0,3.0,8.0,2580.0,,2005.0,0.0,2900.0,5476.0,354000.0
327,20140527T000000,98040,47.5623,-122.221,4.0,3.75,,9525.0,2.5,0.0,0.0,,10.0,3160.0,0.0,1997.0,0.0,2400.0,9525.0,1381000.0
1182,20140623T000000,98178,47.505,-122.258,3.0,3.75,1950.0,8625.0,1.0,0.0,0.0,3.0,8.0,1360.0,590.0,1959.0,0.0,1950.0,6670.0,345100.0
1089,20140716T000000,98092,47.2568,-122.07,3.0,1.75,1890.0,,1.0,0.0,0.0,4.0,7.0,1890.0,,1964.0,0.0,,172062.0,267300.0
1000,20140523T000000,98107,47.6718,-122.359,3.0,,1500.0,3920.0,1.0,0.0,0.0,3.0,,1000.0,500.0,1947.0,0.0,1640.0,4017.0,606000.0
1009,20140826T000000,98117,47.683,-122.374,2.0,1.0,,5000.0,1.0,0.0,0.0,4.0,,910.0,0.0,,,1480.0,5000.0,450000.0
242,20140924T000000,98117,47.6815,-122.359,2.0,,1230.0,2726.0,1.5,0.0,0.0,3.0,7.0,880.0,350.0,1920.0,0.0,1710.0,,575000.0
1064,20150130T000000,98103,47.6624,-122.333,3.0,2.0,2070.0,4200.0,1.5,0.0,0.0,4.0,,1670.0,400.0,,0.0,1490.0,4560.0,662500.0
546,20141218T000000,98056,47.51,-122.184,3.0,2.5,2670.0,4534.0,2.0,0.0,0.0,,,2670.0,0.0,2007.0,0.0,,5079.0,465750.0
1177,20150218T000000,98117,47.6876,-122.381,3.0,2.0,1760.0,4046.0,1.0,0.0,0.0,3.0,7.0,960.0,800.0,1931.0,0.0,1500.0,4046.0,554000.0
365,20140923T000000,98053,47.6403,-121.964,5.0,2.5,2300.0,,2.0,,0.0,3.0,6.0,2300.0,0.0,1994.0,,1880.0,26720.0,475000.0
35,20141014T000000,98108,47.523,-122.332,,2.75,2500.0,,1.5,,0.0,4.0,7.0,1420.0,1080.0,1907.0,,1430.0,5100.0,319500.0
921,20141016T000000,98144,47.5924,-122.299,1.0,1.5,,912.0,3.0,0.0,0.0,3.0,7.0,1120.0,,2011.0,0.0,1380.0,3200.0,310000.0
562,20140606T000000,98008,47.631,-122.117,4.0,,1470.0,,1.0,0.0,0.0,4.0,7.0,1470.0,0.0,1965.0,0.0,1760.0,7976.0,445000.0
1362,20140617T000000,98074,47.6078,-122.01,5.0,,3870.0,8225.0,2.0,0.0,0.0,3.0,10.0,3870.0,,1998.0,0.0,3600.0,9361.0,900000.0
1477,20140903T000000,98105,47.6695,-122.266,4.0,2.5,,6820.0,2.0,0.0,0.0,3.0,9.0,,500.0,1947.0,2000.0,2070.0,6820.0,998000.0
985,20141210T000000,98115,47.6901,-122.282,3.0,2.25,2400.0,16301.0,1.0,,0.0,3.0,8.0,1400.0,1000.0,1962.0,0.0,1720.0,9828.0,595000.0
621,20140916T000000,98146,47.504,-122.382,3.0,1.75,2120.0,10875.0,1.0,,2.0,3.0,8.0,1540.0,580.0,,0.0,,11760.0,578000.0
1346,20140926T000000,98075,47.5903,-121.988,4.0,2.75,3190.0,5408.0,2.0,,0.0,,9.0,3190.0,0.0,2005.0,0.0,,5773.0,722000.0
634,20140613T000000,98027,47.5344,-122.068,3.0,,1410.0,1287.0,2.0,0.0,,3.0,7.0,1290.0,120.0,2005.0,0.0,1490.0,1435.0,379500.0
553,20140505T000000,98008,47.632,-122.119,4.0,1.0,2070.0,7519.0,1.0,0.0,0.0,,7.0,,910.0,1963.0,0.0,1730.0,7519.0,501000.0
762,20140827T000000,98045,47.5028,-121.769,3.0,2.5,2400.0,81892.0,2.0,0.0,0.0,3.0,8.0,2400.0,0.0,1985.0,0.0,1370.0,37270.0,592000.0
714,20150215T000000,98168,47.5046,-122.3,4.0,1.0,1370.0,5339.0,1.5,0.0,0.0,4.0,,1370.0,0.0,,0.0,1280.0,7048.0,219000.0
1282,20150102T000000,98075,47.5953,-122.08,4.0,2.75,2970.0,59677.0,1.0,0.0,,4.0,8.0,1610.0,1360.0,1973.0,0.0,2930.0,42489.0,829000.0
812,20141008T000000,98052,47.6917,-122.084,,,,,1.0,0.0,0.0,3.0,9.0,2500.0,,1984.0,,2590.0,28837.0,662000.0
680,20140618T000000,98002,47.3454,-122.214,3.0,2.25,,2800.0,2.0,,0.0,3.0,7.0,1584.0,0.0,2012.0,0.0,1584.0,2800.0,267000.0
422,20150225T000000,98075,47.591,-122.01,,1.0,1440.0,54315.0,1.0,0.0,0.0,3.0,7.0,790.0,650.0,,0.0,2690.0,40518.0,500000.0
1545,20150319T000000,98011,47.7603,-122.215,3.0,1.75,1970.0,9135.0,1.0,0.0,0.0,4.0,7.0,1370.0,600.0,1961.0,,1880.0,9650.0,460000.0
653,20140617T000000,98030,47.3783,-122.182,4.0,,,7207.0,1.0,0.0,0.0,4.0,,1360.0,,,0.0,1760.0,7207.0,280000.0
311,20150105T000000,98178,47.494,-122.275,3.0,1.0,840.0,3000.0,1.0,,0.0,3.0,5.0,840.0,0.0,1943.0,0.0,1010.0,6000.0,135000.0
858,20141122T000000,98118,47.5305,-122.277,3.0,1.75,1540.0,6273.0,1.0,0.0,0.0,4.0,6.0,,770.0,1951.0,0.0,,,263500.0
344,20140904T000000,98116,47.5664,-122.389,3.0,2.0,1940.0,6440.0,1.0,0.0,2.0,5.0,7.0,,970.0,1940.0,0.0,1730.0,,651000.0
860,20150211T000000,98118,47.5294,-122.276,2.0,1.0,700.0,9500.0,1.0,0.0,0.0,,6.0,700.0,,1951.0,0.0,1020.0,5617.0,190000.0
406,20150330T000000,98038,47.4239,-122.015,3.0,3.5,3580.0,95832.0,,0.0,0.0,3.0,9.0,3580.0,0.0,2005.0,0.0,2880.0,60548.0,665000.0
1030,20140707T000000,98107,47.6684,-122.363,2.0,1.5,1130.0,746.0,,0.0,0.0,3.0,8.0,1030.0,100.0,2009.0,0.0,1520.0,1519.0,536000.0
846,20141211T000000,98178,47.5072,-122.257,4.0,2.5,2070.0,8658.0,2.0,0.0,0.0,3.0,,2070.0,0.0,1999.0,0.0,2010.0,7215.0,372000.0
1486,20140619T000000,98023,47.3191,-122.339,,1.75,,,1.0,0.0,0.0,4.0,7.0,1860.0,0.0,1971.0,,1860.0,22979.0,275000.0
342,20140619T000000,98052,47.6849,-122.117,3.0,1.75,1170.0,8740.0,1.0,0.0,,4.0,7.0,1170.0,0.0,1968.0,0.0,1870.0,8448.0,440000.0
434,20140623T000000,98053,47.6778,-121.994,4.0,2.5,2500.0,206474.0,1.0,0.0,0.0,3.0,10.0,2500.0,0.0,1997.0,0.0,3680.0,208652.0,806000.0
415,20140903T000000,98007,47.5914,-122.136,,1.5,1480.0,13457.0,1.0,,0.0,3.0,7.0,1480.0,0.0,1959.0,0.0,,10517.0,475000.0
1111,20150512T000000,98038,47.4168,-122.074,,2.5,2720.0,62310.0,1.0,0.0,0.0,3.0,8.0,2040.0,680.0,1985.0,,2770.0,204296.0,550000.0
991,20140825T000000,98107,47.6755,-122.367,2.0,1.0,,5000.0,1.0,0.0,0.0,4.0,7.0,,0.0,,0.0,1330.0,5000.0,500000.0
1098,20150402T000000,98148,47.4297,-122.325,4.0,1.75,1320.0,7694.0,1.0,0.0,0.0,3.0,7.0,1320.0,0.0,1928.0,1972.0,1620.0,8468.0,195000.0
41,20141205T000000,98002,47.3089,-122.21,2.0,1.0,1200.0,9850.0,1.0,0.0,0.0,4.0,7.0,1200.0,0.0,1921.0,0.0,,5095.0,189000.0
676,20140725T000000,98002,47.3452,-122.217,3.0,2.5,1489.0,3266.0,2.0,0.0,0.0,3.0,7.0,1489.0,0.0,2014.0,,1537.0,3273.0,255900.0
776,20140708T000000,98075,47.592,-122.018,,3.5,3110.0,108464.0,2.0,0.0,2.0,4.0,8.0,3110.0,0.0,,0.0,2340.0,4938.0,875000.0
1303,20150303T000000,98103,47.6864,-122.341,3.0,2.0,1590.0,5200.0,1.0,0.0,0.0,3.0,7.0,1320.0,,1939.0,0.0,1620.0,,720000.0
1367,20140515T000000,98027,47.5528,-122.076,4.0,3.5,3930.0,5680.0,2.0,0.0,1.0,3.0,9.0,,1110.0,2013.0,0.0,3700.0,5816.0,828950.0
1242,20140822T000000,98166,47.4155,-122.339,3.0,1.75,2040.0,15695.0,1.0,0.0,0.0,4.0,8.0,2040.0,0.0,1959.0,,2280.0,14400.0,452500.0
1501,20141028T000000,98105,47.6569,-122.286,,2.75,2780.0,4815.0,3.0,0.0,2.0,3.0,10.0,2780.0,0.0,,0.0,2820.0,5000.0,1250000.0
1463,20150420T000000,98038,47.3804,-122.027,,2.75,2190.0,6740.0,2.0,0.0,0.0,3.0,7.0,2190.0,,1995.0,0.0,,7150.0,361500.0
19,20140609T000000,98007,47.6179,-122.141,3.0,2.5,1530.0,3464.0,2.0,0.0,0.0,3.0,,,0.0,1998.0,0.0,1530.0,3446.0,546000.0
992,20140902T000000,98117,47.6758,-122.369,3.0,1.0,960.0,3600.0,1.0,0.0,0.0,4.0,7.0,960.0,0.0,1906.0,0.0,1580.0,5000.0,477000.0
664,20140826T000000,98029,47.5556,-122.03,5.0,4.5,,10404.0,2.0,0.0,0.0,3.0,10.0,4130.0,0.0,2004.0,0.0,3890.0,11531.0,998000.0
1437,20140915T000000,98008,47.6378,-122.117,,,2060.0,12155.0,,0.0,0.0,4.0,,2060.0,0.0,1968.0,,2360.0,8625.0,575000.0
482,20140521T000000,98034,47.712,-122.229,4.0,,2360.0,5226.0,2.0,0.0,0.0,3.0,8.0,2360.0,0.0,2001.0,0.0,2440.0,5156.0,600000.0
791,20140922T000000,98155,47.7699,-122.292,4.0,2.5,2470.0,,2.0,0.0,0.0,3.0,8.0,,0.0,2002.0,0.0,1690.0,8840.0,470000.0
1014,20140801T000000,98117,47.6799,-122.375,3.0,2.25,1130.0,,2.0,0.0,0.0,3.0,8.0,1030.0,100.0,,0.0,1300.0,,437000.0
807,20140924T000000,98034,47.7001,-122.238,4.0,3.25,3160.0,10043.0,2.0,0.0,2.0,3.0,,3160.0,,2011.0,0.0,3450.0,10043.0,1250000.0
270,20150401T000000,98133,47.7744,-122.338,4.0,1.75,1800.0,,1.0,0.0,0.0,5.0,6.0,,900.0,1950.0,0.0,,8385.0,377000.0
38,20140707T000000,98108,47.5215,-122.33,3.0,1.5,1640.0,7222.0,2.0,0.0,,4.0,7.0,1640.0,,1908.0,0.0,1240.0,5100.0,295000.0
719,20150123T000000,98024,47.5633,-121.901,,2.5,2370.0,15336.0,2.0,0.0,0.0,,8.0,2370.0,0.0,1995.0,,2110.0,15925.0,495000.0
929,20150213T000000,98075,47.5945,-122.056,,2.75,2050.0,17859.0,1.0,0.0,0.0,4.0,7.0,1300.0,750.0,,0.0,2960.0,20908.0,584999.0
1176,20140630T000000,98117,47.6882,-122.382,4.0,2.25,2500.0,4046.0,1.5,0.0,0.0,4.0,7.0,1520.0,980.0,1940.0,0.0,,4046.0,669500.0
1295,20141205T000000,98077,47.7213,-122.055,4.0,3.25,4060.0,20822.0,2.0,0.0,0.0,3.0,10.0,4060.0,0.0,1991.0,,4170.0,23958.0,1175000.0
1,20150422T000000,98002,47.3262,-122.214,6.0,3.0,2400.0,9373.0,2.0,,0.0,3.0,7.0,,0.0,1991.0,,2060.0,7316.0,300000.0
243,20140611T000000,98117,47.6817,-122.36,,1.75,,3680.0,1.0,,0.0,3.0,7.0,1050.0,,1927.0,0.0,1560.0,4000.0,530000.0
229,20140710T000000,98146,47.5073,-122.372,2.0,2.0,970.0,9750.0,1.0,0.0,0.0,5.0,6.0,,0.0,1940.0,0.0,,,303000.0
297,20140521T000000,98133,47.7294,-122.352,4.0,3.25,,7875.0,2.0,0.0,0.0,3.0,9.0,,0.0,2006.0,0.0,,7500.0,700000.0
1420,20140926T000000,98008,47.626,-122.112,4.0,1.75,1860.0,,1.0,0.0,0.0,4.0,8.0,,0.0,1964.0,0.0,1860.0,7700.0,570000.0
865,20140612T000000,98155,47.7505,-122.317,3.0,1.75,1800.0,6000.0,1.0,0.0,0.0,5.0,6.0,900.0,900.0,1950.0,0.0,1060.0,6628.0,381000.0
284,20140818T000000,98116,47.5754,-122.414,2.0,1.0,970.0,4800.0,1.0,0.0,0.0,3.0,6.0,970.0,0.0,1911.0,1940.0,1180.0,,313300.0
1536,20150218T000000,98133,47.7493,-122.351,3.0,1.0,1810.0,7200.0,1.0,0.0,0.0,4.0,7.0,1130.0,680.0,1954.0,0.0,1810.0,8100.0,431000.0
853,20140807T000000,98133,47.7461,-122.332,4.0,2.0,1740.0,6369.0,1.0,0.0,0.0,,6.0,870.0,870.0,1954.0,,1560.0,7200.0,339999.0
385,20150310T000000,98053,47.6324,-121.988,4.0,2.5,2540.0,32647.0,2.0,0.0,0.0,3.0,9.0,2540.0,0.0,1996.0,0.0,2740.0,32647.0,628990.0
668,20150415T000000,98077,47.7711,-122.048,4.0,3.0,4270.0,85643.0,2.0,0.0,0.0,3.0,11.0,4270.0,0.0,1991.0,0.0,,51170.0,949000.0
1185,20150428T000000,98144,47.5955,-122.294,,1.0,1570.0,5000.0,,,3.0,4.0,,1570.0,,,0.0,1760.0,3000.0,800000.0
938,20150212T000000,98056,47.4959,-122.174,3.0,1.75,1200.0,5478.0,1.0,0.0,0.0,5.0,6.0,,0.0,1955.0,0.0,1270.0,6855.0,250000.0
655,20150210T000000,98028,47.7368,-122.231,4.0,,2950.0,,2.0,,,3.0,9.0,2950.0,,2007.0,,,,600000.0
1194,20140602T000000,98144,47.593,-122.295,3.0,2.5,1495.0,936.0,3.0,0.0,0.0,3.0,8.0,1405.0,90.0,2006.0,0.0,1495.0,1186.0,400000.0
73,20140617T000000,98040,47.5648,-122.21,4.0,3.75,4100.0,,1.5,0.0,3.0,5.0,11.0,2540.0,1560.0,1934.0,1979.0,,,2027000.0
129,20140711T000000,98075,47.5828,-121.972,4.0,3.5,3560.0,6098.0,,0.0,0.0,3.0,10.0,3560.0,0.0,2006.0,0.0,3660.0,6846.0,790000.0
362,20140924T000000,98053,47.6422,-121.954,1.0,1.0,,13679.0,1.0,,0.0,4.0,6.0,530.0,0.0,1949.0,0.0,1930.0,20624.0,400000.0
1040,20140808T000000,98107,47.6655,-122.363,5.0,4.0,3400.0,5000.0,2.0,0.0,0.0,3.0,8.0,2320.0,1080.0,1900.0,,1910.0,,870000.0
1406,20150220T000000,98023,47.2831,-122.346,3.0,2.5,2730.0,7372.0,,0.0,0.0,3.0,9.0,2730.0,0.0,,0.0,2710.0,8343.0,350000.0
307,20150325T000000,98178,47.494,-122.279,4.0,2.5,1680.0,3000.0,2.0,0.0,0.0,,,1680.0,0.0,2003.0,0.0,1420.0,,290500.0
429,20141010T000000,98117,47.6865,-122.396,,,,5376.0,1.5,0.0,0.0,4.0,7.0,1550.0,900.0,1920.0,0.0,,5264.0,696950.0
1200,20140703T000000,98052,47.6623,-122.152,4.0,2.5,2230.0,8624.0,1.0,,0.0,4.0,8.0,1430.0,800.0,1969.0,0.0,,,565000.0
211,20140808T000000,98042,47.3375,-122.123,4.0,1.0,1200.0,43560.0,,0.0,0.0,3.0,,1200.0,0.0,,0.0,1400.0,54450.0,210000.0
484,20140725T000000,98034,47.7267,-122.232,4.0,2.75,2100.0,7236.0,1.0,0.0,0.0,3.0,,1400.0,700.0,,0.0,1900.0,7519.0,491500.0
1246,20140724T000000,98166,47.4181,-122.338,3.0,1.75,,,1.0,0.0,0.0,4.0,7.0,1570.0,570.0,1958.0,,2170.0,15030.0,419000.0
891,20140721T000000,98056,47.4934,-122.166,2.0,1.0,700.0,7303.0,1.0,0.0,0.0,,5.0,700.0,,1953.0,0.0,,,209995.0
788,20150504T000000,98155,47.7671,-122.291,4.0,2.75,2700.0,9882.0,2.0,0.0,0.0,,7.0,2700.0,0.0,1958.0,1989.0,,10797.0,520000.0
237,20140708T000000,98059,47.5157,-122.107,3.0,,1860.0,217800.0,2.0,0.0,2.0,3.0,8.0,1860.0,0.0,1998.0,0.0,2500.0,217800.0,440000.0
1117,20140826T000000,98168,47.5095,-122.313,2.0,1.0,,19965.0,1.0,0.0,0.0,3.0,7.0,1610.0,0.0,1952.0,0.0,2100.0,28400.0,255000.0
1016,20140721T000000,98117,47.681,-122.372,3.0,1.75,,5000.0,1.0,,0.0,3.0,7.0,920.0,700.0,1954.0,0.0,1610.0,,514000.0
1350,20140714T000000,98075,47.5834,-122.003,4.0,,2510.0,,1.0,0.0,0.0,4.0,8.0,1610.0,900.0,1977.0,0.0,2080.0,34398.0,630000.0
177,20150317T000000,98032,47.3712,-122.289,5.0,1.5,1820.0,8712.0,1.0,0.0,0.0,5.0,7.0,1090.0,730.0,1960.0,0.0,1820.0,,278000.0
8,20140709T000000,98108,47.5423,-122.302,4.0,2.5,2540.0,5001.0,,0.0,0.0,,9.0,,0.0,2005.0,0.0,2360.0,6834.0,487000.0
24,20140617T000000,98052,47.696,-122.102,5.0,2.75,3010.0,12611.0,2.0,0.0,0.0,3.0,10.0,3010.0,0.0,,0.0,,,837700.0
1357,20140909T000000,98074,47.6008,-122.01,,4.25,5020.0,26319.0,2.0,0.0,0.0,,12.0,,0.0,1998.0,0.0,4930.0,26319.0,1500000.0
859,20141028T000000,98118,47.5297,-122.277,2.0,1.0,970.0,5600.0,,0.0,,3.0,6.0,970.0,0.0,1951.0,,1020.0,5600.0,217000.0
135,20141020T000000,98059,47.4867,-122.152,3.0,2.25,,4777.0,2.0,0.0,,3.0,,,0.0,2010.0,,1639.0,3854.0,355000.0
225,20150430T000000,98146,47.5114,-122.361,3.0,1.75,,17000.0,1.0,0.0,0.0,,7.0,1260.0,0.0,1994.0,0.0,1540.0,7213.0,335000.0
803,20150413T000000,98115,47.6843,-122.267,4.0,2.5,2330.0,,1.0,0.0,1.0,3.0,8.0,1490.0,840.0,,0.0,2430.0,6726.0,1150000.0
65,20140815T000000,98188,47.4672,-122.291,2.0,1.0,880.0,9000.0,1.0,0.0,0.0,3.0,5.0,880.0,0.0,1928.0,0.0,1410.0,10000.0,130000.0
570,20141212T000000,98008,47.6286,-122.118,4.0,1.75,,,1.0,,,3.0,7.0,1330.0,350.0,1966.0,0.0,1680.0,7210.0,451000.0
23,20150312T000000,98052,47.6954,-122.103,3.0,2.5,3130.0,8750.0,2.0,0.0,0.0,3.0,10.0,3130.0,0.0,1991.0,0.0,2860.0,9003.0,843000.0
1300,20140724T000000,98077,47.7262,-122.06,3.0,3.5,3460.0,15745.0,2.0,0.0,0.0,3.0,10.0,3460.0,0.0,1986.0,0.0,3350.0,14825.0,845000.0
852,20150411T000000,98023,47.3313,-122.343,,1.0,1340.0,8400.0,1.0,0.0,0.0,5.0,7.0,1340.0,0.0,,0.0,1120.0,,246600.0
436,20140714T000000,98053,47.6749,-122.002,4.0,3.0,2720.0,183823.0,2.0,0.0,0.0,,8.0,2720.0,0.0,1975.0,2007.0,2140.0,,850000.0
779,20140909T000000,98115,47.6833,-122.271,4.0,2.5,,11422.0,2.0,0.0,0.0,3.0,9.0,3110.0,0.0,1989.0,,2850.0,7254.0,925000.0
87,20140708T000000,98126,47.5436,-122.378,3.0,2.0,,6039.0,1.0,0.0,,5.0,7.0,830.0,,1942.0,0.0,,,430000.0
170,20141209T000000,98177,47.7027,-122.361,4.0,3.5,2000.0,2309.0,,0.0,0.0,,8.0,2000.0,0.0,2008.0,,1440.0,,456500.0
1388,20140923T000000,98004,47.5873,-122.196,4.0,3.25,3980.0,10249.0,2.0,0.0,0.0,3.0,,,0.0,2011.0,,2450.0,10912.0,1765000.0
153,20140812T000000,98023,47.3116,-122.358,3.0,2.25,1430.0,5999.0,2.0,0.0,0.0,3.0,7.0,1430.0,0.0,,0.0,1600.0,5999.0,221000.0
778,20140617T000000,98075,47.5914,-122.027,,4.0,4420.0,16526.0,2.0,,,,11.0,4420.0,0.0,2013.0,,,,1325000.0
